description,city_name,date
"In Kolkata during 03/2001, the average temperature was 26.85°C, with highs up to 35.50°C and lows down to 16.50°C. There were 27.00 hours of precipitation and total precipitation of 25.80 mm. There were 341.55 hours of sunshine, with an average of 12.03 hours of daylight. The most frequent weather was Mainly Sunny occurring on 8 days.",Kolkata,2001-03
"In Kolkata during 04/2001, the average temperature was 29.65°C, with highs up to 38.20°C and lows down to 22.10°C. There were 46.00 hours of precipitation and total precipitation of 32.90 mm. There were 342.65 hours of sunshine, with an average of 12.68 hours of daylight. The most frequent weather was Mainly Sunny occurring on 8 days.",Kolkata,2001-04
"In Kolkata during 05/2001, the average temperature was 29.39°C, with highs up to 36.30°C and lows down to 22.90°C. There were 159.00 hours of precipitation and total precipitation of 213.80 mm. There were 335.52 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Rain occurring on 8 days.",Kolkata,2001-05
"In Kolkata during 06/2001, the average temperature was 27.32°C, with highs up to 32.50°C and lows down to 24.70°C. There were 419.00 hours of precipitation and total precipitation of 362.50 mm. There were 167.28 hours of sunshine, with an average of 13.50 hours of daylight. The most frequent weather was Rain occurring on 20 days.",Kolkata,2001-06
"In Kolkata during 07/2001, the average temperature was 27.66°C, with highs up to 32.60°C and lows down to 24.70°C. There were 377.00 hours of precipitation and total precipitation of 424.80 mm. There were 226.99 hours of sunshine, with an average of 13.36 hours of daylight. The most frequent weather was Rain occurring on 15 days.",Kolkata,2001-07
"In Kolkata during 08/2001, the average temperature was 27.79°C, with highs up to 32.00°C and lows down to 25.10°C. There were 327.00 hours of precipitation and total precipitation of 203.50 mm. There were 259.51 hours of sunshine, with an average of 12.89 hours of daylight. The most frequent weather was Light Rain occurring on 10 days.",Kolkata,2001-08
"In Kolkata during 09/2001, the average temperature was 27.60°C, with highs up to 32.60°C and lows down to 24.50°C. There were 280.00 hours of precipitation and total precipitation of 256.50 mm. There were 248.83 hours of sunshine, with an average of 12.27 hours of daylight. The most frequent weather was Rain occurring on 12 days.",Kolkata,2001-09
"In Kolkata during 10/2001, the average temperature was 26.29°C, with highs up to 31.80°C and lows down to 21.70°C. There were 217.00 hours of precipitation and total precipitation of 145.10 mm. There were 254.41 hours of sunshine, with an average of 11.63 hours of daylight. The most frequent weather was Light Rain occurring on 8 days.",Kolkata,2001-10
"In Kolkata during 11/2001, the average temperature was 23.68°C, with highs up to 30.50°C and lows down to 16.40°C. There were 68.00 hours of precipitation and total precipitation of 31.60 mm. There were 251.90 hours of sunshine, with an average of 11.06 hours of daylight. The most frequent weather was Cloudy occurring on 8 days.",Kolkata,2001-11
"In Kolkata during 12/2001, the average temperature was 19.24°C, with highs up to 27.50°C and lows down to 11.30°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 303.54 hours of sunshine, with an average of 10.78 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kolkata,2001-12
"In Kolkata during 01/2002, the average temperature was 19.55°C, with highs up to 28.90°C and lows down to 10.90°C. There were 36.00 hours of precipitation and total precipitation of 32.50 mm. There were 292.44 hours of sunshine, with an average of 10.92 hours of daylight. The most frequent weather was Sunny occurring on 8 days.",Kolkata,2002-01
"In Kolkata during 02/2002, the average temperature was 22.28°C, with highs up to 33.20°C and lows down to 10.40°C. There were 4.00 hours of precipitation and total precipitation of 1.40 mm. There were 294.60 hours of sunshine, with an average of 11.40 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Kolkata,2002-02
"In Kolkata during 03/2002, the average temperature was 27.20°C, with highs up to 36.10°C and lows down to 17.10°C. There were 31.00 hours of precipitation and total precipitation of 15.20 mm. There were 341.78 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Cloudy occurring on 7 days.",Kolkata,2002-03
"In Kolkata during 04/2002, the average temperature was 28.99°C, with highs up to 37.10°C and lows down to 20.90°C. There were 40.00 hours of precipitation and total precipitation of 62.30 mm. There were 338.47 hours of sunshine, with an average of 12.67 hours of daylight. The most frequent weather was Partly Cloudy occurring on 8 days.",Kolkata,2002-04
"In Kolkata during 05/2002, the average temperature was 30.16°C, with highs up to 39.60°C and lows down to 24.40°C. There were 122.00 hours of precipitation and total precipitation of 177.90 mm. There were 339.34 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Kolkata,2002-05
"In Kolkata during 06/2002, the average temperature was 28.54°C, with highs up to 35.50°C and lows down to 24.80°C. There were 330.00 hours of precipitation and total precipitation of 483.40 mm. There were 207.42 hours of sunshine, with an average of 13.49 hours of daylight. The most frequent weather was Rain occurring on 14 days.",Kolkata,2002-06
"In Kolkata during 07/2002, the average temperature was 29.25°C, with highs up to 35.90°C and lows down to 25.60°C. There were 296.00 hours of precipitation and total precipitation of 236.30 mm. There were 232.57 hours of sunshine, with an average of 13.37 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kolkata,2002-07
"In Kolkata during 08/2002, the average temperature was 27.44°C, with highs up to 33.20°C and lows down to 24.80°C. There were 394.00 hours of precipitation and total precipitation of 270.90 mm. There were 217.91 hours of sunshine, with an average of 12.90 hours of daylight. The most frequent weather was Rain occurring on 15 days.",Kolkata,2002-08
"In Kolkata during 09/2002, the average temperature was 27.06°C, with highs up to 32.30°C and lows down to 24.30°C. There were 323.00 hours of precipitation and total precipitation of 240.60 mm. There were 232.39 hours of sunshine, with an average of 12.28 hours of daylight. The most frequent weather was Rain occurring on 14 days.",Kolkata,2002-09
"In Kolkata during 10/2002, the average temperature was 26.05°C, with highs up to 32.10°C and lows down to 17.30°C. There were 101.00 hours of precipitation and total precipitation of 65.60 mm. There were 299.47 hours of sunshine, with an average of 11.63 hours of daylight. The most frequent weather was Cloudy occurring on 10 days.",Kolkata,2002-10
"In Kolkata during 11/2002, the average temperature was 22.73°C, with highs up to 30.80°C and lows down to 15.10°C. There were 37.00 hours of precipitation and total precipitation of 96.20 mm. There were 264.94 hours of sunshine, with an average of 11.07 hours of daylight. The most frequent weather was Cloudy occurring on 15 days.",Kolkata,2002-11
"In Kolkata during 12/2002, the average temperature was 20.03°C, with highs up to 29.80°C and lows down to 10.60°C. There were 6.00 hours of precipitation and total precipitation of 1.40 mm. There were 306.60 hours of sunshine, with an average of 10.78 hours of daylight. The most frequent weather was Sunny occurring on 18 days.",Kolkata,2002-12
"In Kolkata during 01/2003, the average temperature was 17.30°C, with highs up to 27.50°C and lows down to 8.30°C. There were 5.00 hours of precipitation and total precipitation of 0.80 mm. There were 306.48 hours of sunshine, with an average of 10.92 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kolkata,2003-01
"In Kolkata during 02/2003, the average temperature was 22.91°C, with highs up to 31.60°C and lows down to 15.40°C. There were 29.00 hours of precipitation and total precipitation of 14.10 mm. There were 291.41 hours of sunshine, with an average of 11.40 hours of daylight. The most frequent weather was Cloudy occurring on 11 days.",Kolkata,2003-02
"In Kolkata during 03/2003, the average temperature was 25.59°C, with highs up to 35.80°C and lows down to 13.50°C. There were 60.00 hours of precipitation and total precipitation of 57.50 mm. There were 332.84 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Mainly Sunny occurring on 5 days.",Kolkata,2003-03
"In Kolkata during 04/2003, the average temperature was 29.58°C, with highs up to 36.70°C and lows down to 23.70°C. There were 45.00 hours of precipitation and total precipitation of 83.80 mm. There were 346.31 hours of sunshine, with an average of 12.67 hours of daylight. The most frequent weather was Cloudy occurring on 12 days.",Kolkata,2003-04
"In Kolkata during 05/2003, the average temperature was 31.43°C, with highs up to 41.00°C and lows down to 22.40°C. There were 46.00 hours of precipitation and total precipitation of 20.70 mm. There were 367.72 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Cloudy occurring on 10 days.",Kolkata,2003-05
"In Kolkata during 06/2003, the average temperature was 29.89°C, with highs up to 40.10°C and lows down to 24.90°C. There were 244.00 hours of precipitation and total precipitation of 292.70 mm. There were 233.57 hours of sunshine, with an average of 13.49 hours of daylight. The most frequent weather was Cloudy occurring on 8 days.",Kolkata,2003-06
"In Kolkata during 07/2003, the average temperature was 27.82°C, with highs up to 32.40°C and lows down to 25.00°C. There were 345.00 hours of precipitation and total precipitation of 315.60 mm. There were 230.95 hours of sunshine, with an average of 13.37 hours of daylight. The most frequent weather was Rain occurring on 16 days.",Kolkata,2003-07
"In Kolkata during 08/2003, the average temperature was 27.96°C, with highs up to 32.80°C and lows down to 25.20°C. There were 338.00 hours of precipitation and total precipitation of 230.10 mm. There were 282.82 hours of sunshine, with an average of 12.90 hours of daylight. The most frequent weather was Light Rain occurring on 8 days.",Kolkata,2003-08
"In Kolkata during 09/2003, the average temperature was 27.34°C, with highs up to 31.90°C and lows down to 24.60°C. There were 267.00 hours of precipitation and total precipitation of 197.30 mm. There were 233.15 hours of sunshine, with an average of 12.28 hours of daylight. The most frequent weather was Rain occurring on 13 days.",Kolkata,2003-09
